SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Outdoor Music Venue,Lavaca Street Bar Rock Rose,,,Other,2023,See Load Card,70,,,,,,,MI-PDA,,2023-04-14,2023-05-18,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,5205182,No,5097,,,,,,,,,,,Expired,11420  ROCK ROSE AVE,78758,30.40084563,-97.72311737,7,"(30.40084563,-97.72311737)",2023-045679 SO
Outdoor Music Venue,Stagger Lee,,,Other,2023,See load cards,70,,,,,,,CBD,,2023-05-23,2023-07-24,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,1142591,Yes,3200,,,,,,,,,,,Expired,87  RAINEY ST,78701,30.25966138,-97.73813719,9,"(30.25966138,-97.73813719)",2023-065078 SO
Advertising Sound Amplification,1825 MC BEE ST,SEPTEMBER,2017,Other,2017,,85,,,,,,10PM,PUD - PLANNED UNIT DEVELOPMENT,2017-09-14,2017-09-07,2017-09-08,,,,,,,,,,,,,,,3528689,,,2017-09-14,,,,,,,,,7PM,Expired,1825  MC BEE ST,78723,30.29811092,-97.70479062,9,"(30.29811092,-97.70479062)",2017-112088 SO
Outdoor Music Venue,Mueller Browning Hanger & Lake Park,,,Other,2021,See Load Cards,80,,,,,,,PUD - PLANNED UNIT DEVELOPMENT,,2021-03-25,2021-05-11,MIDNIGHT,10:00AM,10:30PM,10:00AM,MIDNIGHT,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,3185839,No,10000,,,,,,,,,,,Expired,4550  MUELLER BLVD,78723,30.29720616,-97.7073439,9,"(30.29720616,-97.7073439)",2021-043648 SO
Outdoor Music Venue,Branch Park Pavilion,,,Other,2021,See Load Cards,80,,,,,,,PUD,,2021-08-03,2021-09-23,10:00PM,10:00AM,8:00PM,10:00AM,10:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,8:00PM,10:00AM,5330242,No,9600,,,,,,,,,,,Expired,2201  ALDRICH ST,78723,30.30067234,-97.70281846,9,"(30.30067234,-97.70281846)",2021-119105 SO
Private Sound Amplification,1605 S 1ST STREET,OCTOBER,2018,Within 600 ft of Residential,2018,,85,,,,,3:30PM,,CS-MU-V-CO-NP,2018-10-05,2018-10-05,2018-10-05,,,,,,,,,,,,,,,368432,,,2018-10-05,,,,,,,,1PM,,Expired,1605  1ST ST,78704,30.24891094,-97.75505755,9,"(30.24891094,-97.75505755)",2018-175634 SO
Advertising Sound Amplification,Jmblya Austin,MAY,2017,Other,2017,,85,,,,,,Midnight,IRR - INTERIM RURAL RESIDENCE,2017-05-07,2017-05-03,2017-05-04,,,,,,,,,,,,,,,3505807,,,2017-05-07,,,,,,,,,1:00pm,Expired,9201  CIRCUIT OF THE AMERICAS BLVD,78617,30.13348882,-97.64141692,2,"(30.13348882,-97.64141692)",2017-052851 SO
Outdoor Music Venue,Jacoby's Restaurant,,,Other,2016,100,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2016-01-15,2016-03-02,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,251132,Yes,2500,,,,,,,,,,,Expired,3235  CESAR CHAVEZ ST,78702,30.25147697,-97.70739321,3,"(30.25147697,-97.70739321)",2016-004897 SO
Outdoor Music Venue,Jacoby's Restaurant,,,Within 600 ft of Residential,2017,See Approved Load Card,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2017-06-12,2017-08-03,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,251132,Yes,2500,,,,,,,,,,,Expired,3235  CESAR CHAVEZ ST,78702,30.25147697,-97.70739321,3,"(30.25147697,-97.70739321)",2017-071470 SO
Outdoor Music Venue,Jacoby's Restaurant,,,Within 600 ft of Residential,2018,See Approved Load Card,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2018-07-03,2018-08-30,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,251132,Yes,2500,,,,,,,,,,,Expired,3235  CESAR CHAVEZ ST,78702,30.25147697,-97.70739321,3,"(30.25147697,-97.70739321)",2018-113005 SO
Outdoor Music Venue,Jacoby's Restaurant,,,Within 600 ft of Residential,2020,See Load Card,70,,,,,,,GR - COMMUNITY COMMERCIAL,,2020-02-21,2021-04-02,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,251132,Yes,2500,,,,,,,,,,,Expired,3235  CESAR CHAVEZ ST,78702,30.25147697,-97.70739321,3,"(30.25147697,-97.70739321)",2020-030678 SO
Advertising Sound Amplification,Campbells Chunky Soup Concert Series,OCTOBER,2015,Other,2015,,80,,,,,,8:30pm,PUD - PLANNED UNIT DEVELOPMENT,2015-10-07,2015-10-06,2015-10-07,,,,,,,,,,,,,,,131622,,,2015-10-07,,,,,,,,,7:00pm,Expired,5017 EB US 290 HWY,78749,30.23228577,-97.8233485,8,"(30.23228577,-97.8233485)",2015-121197 SO
Advertising Sound Amplification,93 RED RIVER ST,MARCH,2017,Other,2017,,85,,,,,,7pm,CBD - CENTRAL BUSINESS DISTRICT,2017-03-16,2017-02-13,2017-03-09,,,,,,,,,,,,,,,93278,,,2017-03-10,,,,,,,,,10am,Expired,93  RED RIVER ST,78701,30.26090161,-97.73880721,9,"(30.26090161,-97.73880721)",2017-017056 SO
Private Sound Amplification,1637 E 2ND STREET,MARCH,2019,Within 600 ft of Residential,2019,,85,,,,2pm,,,CS-MU-CO-NP,2019-03-09,2019-03-04,2019-03-07,,,,,,,,,,,,,,,5316753,,,2019-03-09,,,,,,,10am,,,Expired,1637  2ND ST,78702,30.25864864,-97.72699643,3,"(30.25864864,-97.72699643)",2019-033202 SO
Outdoor Music Venue,Shakespeare's Pub,,,6th Street District,2015,"211 upstairs, 240 down",85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-10-30,2016-08-25,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,179007,No,1500,,,,,,,,,,,Expired,314  6TH ST,78701,30.26752638,-97.73971914,9,"(30.26752638,-97.73971914)",2015-131562 SO
Outdoor Music Venue,Shakespeare's Pub,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-08-07,2017-08-31,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,179007,No,1500,,,,,,,,,,,Expired,314  6TH ST,78701,30.26752638,-97.73971914,9,"(30.26752638,-97.73971914)",2017-097424 SO
Outdoor Music Venue,Parlor Room,,,Other,2016,130,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-02-02,2016-03-24,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,92540,No,1100,,,,,,,,,,,Expired,88  RAINEY ST,78701,30.25985371,-97.73867062,9,"(30.25985371,-97.73867062)",2016-011194 SO
Private Sound Amplification,1602 E CESAR CHAVEZ STREET,MARCH,2019,Within 600 ft of Residential,2019,,85,,,,8PM,6PM,,CS-H-MU-CO-NP,2019-03-15,2019-03-06,2019-03-06,,,,,,,,,,,,,,,170427,,,2019-03-08,,,,,,,4PM,4PM,,Expired,1602  CESAR CHAVEZ ST,78702,30.25874963,-97.72817545,3,"(30.25874963,-97.72817545)",2019-035241 SO
Outdoor Music Venue,The Belmont,,,Other,2024,See Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2024-02-01,2024-02-20,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,624362,No,5451,,,,,,,,,,,Expired,305  6TH ST,78701,30.26859012,-97.74567276,9,"(30.26859012,-97.74567276)",2024-012861 SO
Private Sound Amplification,6528 N LAMAR BOULEVARD,MAY,2018,Within 600 ft of Residential,2018,,85,,,,,10PM,,TOD-NP,2018-05-16,2018-05-15,2018-05-15,,,,,,,,,,,,,,,164980,,,2018-05-16,,,,,,,,7PM,,Expired,6528  LAMAR BLVD,78757,30.33370624,-97.72188682,7,"(30.33370624,-97.72188682)",2018-086178 SO
Advertising Sound Amplification,JCAA Generations,DECEMBER,2015,Within 600 ft of Residential,2015,,85,,,,,3:00pm,,PUD - PLANNED UNIT DEVELOPMENT,2015-12-06,2015-12-01,2015-12-02,,,,,,,,,,,,,,,338834,,,2015-12-06,,,,,,,,Noon,,Expired,7300  HART LN,78731,30.35751275,-97.75502469,10,"(30.35751275,-97.75502469)",2015-143651 SO
Advertising Sound Amplification,305 S CONGRESS AVE,JULY,2017,Other,2017,,85,,,,,,11PM,PUD - PLANNED UNIT DEVELOPMENT,2017-07-20,2017-07-20,2017-07-20,,,,,,,,,,,,,,,283071,,,2017-07-20,,,,,,,,,5PM,Expired,305  CONGRESS AVE,78704,30.25882293,-97.74400192,9,"(30.25882293,-97.74400192)",2017-089202 SO
Outdoor Music Venue,Polvo's,,,Other,2015,1,70,,,,,,,70,,2015-05-19,,,,,,,,,,,,,,,,219350,Yes,1,,,,,,,,,,,Pending,2004  1ST ST,78704,30.24534161,-97.75741147,3,"(30.24534161,-97.75741147)",2015-059353 SO
Public Sound Amplification,Joseph Bullard,SEPTEMBER,2009,Other,2009,200,75,,,,,,9 pm,DMU - DOWNTOWN MIXED USE,2009-09-11,2009-09-10,2009-09-10,,,,,,,,,,,,,,,0,No,50,2009-09-11,,,,,,,,,10 am,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2009-102168 SO
Advertising Sound Amplification,Yard Dog Gallery,SEPTEMBER,2009,Other,2009,,75,,,,,6:30 p.m.,,CS - GENERAL COMMERCIAL,2009-09-19,2009-06-18,2009-06-22,,,,,,,,,,,,,,,331742,,,2009-09-19,,,,,,,,12:00 noon,,Expired,1510  CONGRESS AVE,78704,30.24845542,-97.75046679,9,"(30.24845542,-97.75046679)",2009-064773 SO
Government Amplified Sound,900 W 10TH ST,SEPTEMBER,2010,Other,2010,,85,,,,,,8:00 p.m.,CBD - CENTRAL BUSINESS DISTRICT,2010-09-26,2010-09-23,2010-09-23,,,,,,,,,,,,,,,168554,,,2010-09-26,,,,,,,,,12:00 p.m.,Expired,900  10TH ST,78703,30.27510896,-97.75156301,9,"(30.27510896,-97.75156301)",2010-082671 SO
Outdoor Music Venue,Spider House Cafe & Ballroom,,,Other,2015,100,70,,,,,,,CS-1 - LIQUOR SALES,,2015-12-28,2016-03-07,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2015-152936 SO
Outdoor Music Venue,Spider House,,,Other,2010,100,70,,,,,,,CS-1 - LIQUOR SALES,,2010-02-01,2010-03-16,10:30 p.m.,,10:00 p.m.,,10:30 p.m.,,10:00 p.m.,,10:00 p.m.,,10:00 p.m.,,10:00 p.m.,,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2010-008548 SO
Outdoor Music Venue,Spider House,,,Other,2011,100,70,,,,,,,CS-1 - LIQUOR SALES,,2011-02-17,2011-06-22,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2011-012519 SO
Outdoor Music Venue,SPIDER HOUSE,,,Other,2012,100,70,,,,,,,CS-1 - LIQUOR SALES,,2012-05-30,2012-12-05,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2012-053357 SO
Outdoor Music Venue,Spider House Cafe  & Ballroom,,,Other,2014,100,70,,,,,,,CS-1 - LIQUOR SALES,,2014-01-21,2014-02-21,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2014-005881 SO
Outdoor Music Venue,Spider House,,,Other,2015,100,70,,,,,,,CS-1 - LIQUOR SALES,,2015-01-30,2015-03-06,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,92344,No,1000,,,,,,,,,,,Expired,2908  FRUTH ST,78705,30.29549352,-97.74170597,9,"(30.29549352,-97.74170597)",2015-011301 SO
Advertising Sound Amplification,1316 S CONGRESS AVE,APRIL,2012,Other,2012,,70,,,,10:00 p.m.,,,CS-V-CO-NP,2012-04-14,2012-01-09,2012-04-12,,,,,,,,,,,,,,,752762,,,2012-04-13,,2012-04-14,,,,,12:00 p.m.,,,Expired,1316  CONGRESS AVE,78704,30.25066167,-97.74967281,9,"(30.25066167,-97.74967281)",2012-001899 SO
Government Amplified Sound,St Elias Mediterranean Festival,OCTOBER,2013,Other,2013,,85,,,,11:00pm,,,CS - GENERAL COMMERCIAL,2013-10-19,2013-09-16,2013-10-11,,,,,,,,,,,,,,,272924,,,2013-10-18,2013-10-19,,,,,,Noon,,,Expired,408  11TH ST,78701,30.27188853,-97.73660123,9,"(30.27188853,-97.73660123)",2013-097242 SO
Government Amplified Sound,St Elias 82nd Annual Mediterranean Festival,SEPTEMBER,2014,Other,2014,,85,,,,,,11:00pm,CS - GENERAL COMMERCIAL,2014-09-27,2014-08-22,2014-09-10,,,,,,,,,,,,,,,272924,,,2014-09-26,2014-09-27,,,,,,,,Noon,Expired,408  11TH ST,78701,30.27188853,-97.73660123,9,"(30.27188853,-97.73660123)",2014-089552 SO
Government Amplified Sound,83rd Annual St Elias Mediterranean Festival,OCTOBER,2015,Other,2015,,85,,,,,,11:00pm,CS - GENERAL COMMERCIAL,2015-10-17,2015-09-04,2015-10-14,,,,,,,,,,,,,,,272924,,,2015-10-16,2015-10-17,,,,,,,,Noon,Expired,408  11TH ST,78701,30.27188853,-97.73660123,9,"(30.27188853,-97.73660123)",2015-107377 SO
Private Sound Amplification,408 E 11TH ST,SEPTEMBER,2017,Other,2017,,85,,,,,,11PM,DMU - DOWNTOWN MIXED USE,2017-09-30,2017-09-14,2017-09-14,,,,,,,,,,,,,,,272924,,,2017-09-29,,,,,,,,,NOON,Expired,408  11TH ST,78701,30.27188853,-97.73660123,9,"(30.27188853,-97.73660123)",2017-115681 SO
Outdoor Music Venue,Kebabalicious,,,Other,2016,50,70,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2016-01-28,2016-03-20,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,401792,Yes,731,,,,,,,,,,,Expired,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2016-009534 SO
Government Amplified Sound,Austin Gay and Lesbian Pride Foundation,JUNE,2010,Other,2010,,85,,,,,,1:00 a.m.,P - PUBLIC,2010-06-05,2010-05-24,2010-05-24,,,,,,,,,,,,,,,3070431,,,2010-06-04,,,,,,,,,7:00 p.m.,Expired,701  RIVERSIDE DR,78704,30.26062136,-97.75039162,9,"(30.26062136,-97.75039162)",2010-044774 SO
Government Amplified Sound,405 COLORADO ST,JUNE,2010,Warehouse District,2010,,85,,,,,,2:00 a.m.,CBD - CENTRAL BUSINESS DISTRICT,2010-06-06,2010-05-24,2010-05-24,,,,,,,,,,,,,,,255654,,,2010-06-05,,,,,,,,,1:00 p.m.,Expired,405  COLORADO ST,78701,30.26675694,-97.74451154,9,"(30.26675694,-97.74451154)",2010-044784 SO
Advertising Sound Amplification,Janitzio mexican Restaurant,MARCH,2011,Other,2011,,70,,,,,10:00 p.m.,,CS - GENERAL COMMERCIAL,2011-03-31,2011-03-30,2011-03-30,,,,,,,,,,,,,,,816045,,,2011-03-31,,,,,,,,7:00 p.m.,,Expired,600  MARTIN LUTHER KING JR BLVD,78705,30.28264158,-97.74444679,9,"(30.28264158,-97.74444679)",2011-026080 SO
Outdoor Music Venue,Kebabalicious,,,Other,2017,See Load Cards,70,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2017-02-03,2017-03-15,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,401792,Yes,731,,,,,,,,,,,Expired,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2017-012897 SO
Outdoor Music Venue,Kebabalicious,,,Other,2018,See Load Cards,70,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2018-02-26,2018-07-11,12:00am,10:00am,10:00pm,10:00am,12:00am,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,401792,Yes,731,,,,,,,,,,,Expired,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2018-024461 SO
Advertising Sound Amplification,Weird City Festival,SEPTEMBER,2014,Other,2014,,85,,,,,,Midnight,CBD - CENTRAL BUSINESS DISTRICT,2014-10-11,2014-09-11,2014-09-30,,,,,,,,,,,,,,,201056,,,2014-09-27,2014-10-03,2014-10-04,2014-10-11,,,,,,8:00pm,Expired,604  7TH ST,78701,30.26763149,-97.73621828,9,"(30.26763149,-97.73621828)",2014-097538 SO
Advertising Sound Amplification,Fan Fest 2014/Dell World,OCTOBER,2014,Other,2014,,85,,,,,,Midnight,CBD - CENTRAL BUSINESS DISTRICT,2014-11-04,2014-10-02,2014-10-29,,,,,,,,,,,,,,,624296,,,2014-10-31,2014-11-01,2014-11-02,2014-11-04,,,,,,10:00am,Expired,308  GUADALUPE ST,78701,30.26682424,-97.74770832,,"(30.26682424,-97.74770832)",2014-106026 SO
Advertising Sound Amplification,Boomerang's Australia Day 2014,JANUARY,2014,Other,2014,,85,,,,6:00pm,,,CS - GENERAL COMMERCIAL,2014-01-25,2014-01-02,2014-01-08,,,,,,,,,,,,,,,163202,,,2014-01-25,,,,,,,Noon,,,Expired,3110  GUADALUPE ST,78705,30.29855342,-97.74110083,9,"(30.29855342,-97.74110083)",2014-000183 SO
Private Sound Amplification,House Party,MARCH,2013,Other,2013,,85,,,,10:00pm,8:00pm,,CS - GENERAL COMMERCIAL,2013-03-17,2013-02-05,2013-04-02,,,,,,,,,,,,,,,362888,,,2013-03-13,2013-03-14,2013-03-15,2013-03-16,,,,11:00am,11:00am,,Expired,1102  CESAR CHAVEZ ST,78702,30.26042769,-97.73320259,3,"(30.26042769,-97.73320259)",2013-011475 SO
Advertising Sound Amplification,Diamond Life @ Qui Restaurant,MARCH,2013,Other,2013,,85,,,,,,Midnight,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2013-03-15,2013-02-14,2013-03-29,,,,,,,,,,,,,,,402446,,,2013-03-12,2013-03-13,2013-03-14,2013-03-15,,,,,,Noon,Expired,1600  6TH ST,78702,30.26326498,-97.72624764,3,"(30.26326498,-97.72624764)",2013-014647 SO
Outdoor Music Venue,Kebabalicious,,,Other,2013,50,70,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2013-07-25,2014-02-26,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,401792,Yes,731,,,,,,,,,,,Expired,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2013-076938 SO
Outdoor Music Venue,Kebabalicious,,,Other,2015,50,70,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2015-02-13,2015-03-19,10:00pm,10:00am,8:00pm,10:00am,10:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,401792,Yes,731,,,,,,,,,,,Expired,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2015-016971 SO
Outdoor Music Venue,"Contemporary - Jones Center, The",,,Other,2015,250,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-07-10,2015-08-30,Midnight,10:00am,10:00pm,10:00am,Midnight,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,624596,No,3000,,,,,,,,,,,Expired,700  CONGRESS AVE,78701,30.26922491,-97.74265196,9,"(30.26922491,-97.74265196)",2015-083305 SO
Outdoor Music Venue,Circuit of the Americas/Austin360 Amphitheater,,,Other,2014,15000,85,,,,,,,IRR - INTERIM RURAL RESIDENCE,,2014-03-27,2014-05-07,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,3505807,No,140000,,,,,,,,,,,Expired,9201  CIRCUIT OF THE AMERICAS BLVD,78617,30.13348882,-97.64141692,2,"(30.13348882,-97.64141692)",2014-030619 SO
Outdoor Music Venue,Buckshot,,,6th Street District,2018,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-03-01,2018-07-20,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,796155,No,1,,,,,,,,,,,Expired,422  6TH ST,78701,30.26714913,-97.7383383,9,"(30.26714913,-97.7383383)",2018-026797 SO
Outdoor Music Venue,Buckshot,,,6th Street District,2019,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-07-11,2019-11-22,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,796155,No,1,,,,,,,,,,,Expired,422  6TH ST,78701,30.26714913,-97.7383383,9,"(30.26714913,-97.7383383)",2019-148781 SO
Outdoor Music Venue,Buckshot,,,6th Street District,2021,See Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2021-01-11,2022-03-11,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,796155,No,1,,,,,,,,,,,Expired,422  6TH ST,78701,30.26714913,-97.7383383,9,"(30.26714913,-97.7383383)",2021-003470 SO
Outdoor Music Venue,Buck Wild,,,6th Street District,2021,See Load Cards,85,,,,,,,CBD,,2021-01-11,2022-03-11,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,200834,No,4500,,,,,,,,,,,Expired,310  6TH ST,78701,30.26755598,-97.7398229,9,"(30.26755598,-97.7398229)",2021-003490 SO
Outdoor Music Venue,Two Bucks,,,6th Street District,2023,See Load Cards,85,,,,,,,CBD,,2023-08-01,,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,241515,No,2500,,,,,,,,,,,Pending,503  6TH ST,78701,30.26648172,-97.73811227,9,"(30.26648172,-97.73811227)",2023-097746 SO
Outdoor Music Venue,Buck Wild,,,6th Street District,2023,See Load Cards,85,,,,,,,CBD,,2023-08-01,,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,200834,No,4500,,,,,,,,,,,Pending,310  6TH ST,78701,30.26755598,-97.7398229,9,"(30.26755598,-97.7398229)",2023-097744 SO
Private Sound Amplification,709 E 6TH ST,MARCH,2017,6th Street District,2017,,85,,,,,,2:00AM,CBD - CENTRAL BUSINESS DISTRICT,2017-03-18,2017-03-13,2017-03-13,,,,,,,,,,,,,,,166916,,,2017-03-15,,,,,,,,,10:00AM,Expired,709  6TH ST,78701,30.2658057,-97.73569707,9,"(30.2658057,-97.73569707)",2017-029536 SO
Outdoor Music Venue,Easy Tiger,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-06-06,2017-07-05,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,166916,No,3800,,,,,,,,,,,Expired,709  6TH ST,78701,30.2658057,-97.73569707,9,"(30.2658057,-97.73569707)",2017-068253 SO
